key;date;channel_1;channel_2;channel_3;channel_4;channel_5;channel_6;channel_7;channel_8;channel_9;channel_10;channel_11;channel_12;channel_13;channel_14;channel_15
10873;01Feb2013;7,125130634;9,018135553;;;1,010465767;;87,86407355;0,943629863;0,0;;0,0;1,125118352;;796,5699752;83,87959003
10873;01Mar2013;1,906650434;30,6616228;;;8,535997874;2,282424954;2893,717568;0,935505603;0,0;830,446485;3,561155658;-1,104357628;;526,5111551;977,3177091
10873;01Apr2013;0,0;42,85220715;;;21,78622609;6,651213228;474,8839672;0,934058491;0,0;0,318924563;0,0;0,336944345;122,552423;979,7582595;397,008145
10873;01May2013;0,0;5,970229608;;1,937045912;9,687259045;4,278243718;11936,71833;0,0;0,0;38,97372823;-0,243522768;2,072188348;;473,2676848;6,999943664
10873;01Jun2013;0,0;;;;;0,873688443;1197,126978;0,929773654;0,30599913;82,85229066;0,0;58,36841624;;348,5234616;115,0774857
10873;01Jul2013;0,0;8,328670133;;5,001507995;2,339844753;14,33976217;142,325377;0,928587586;0,0;322,759619;12,42246307;4,290459849;;417,0935375;26,85794948
10873;01Aug2013;3,990022555;8,465029596;;;2,409238308;;12,6450318;0,930179614;0,203260471;5,890072295;-1,397690911;230,5893551;;428,8441915;5,445862392
10873;01Sep2013;0,0;108,4413021;;82,91844572;31,11059257;57,23313764;1224,646382;0,931588826;0,216329584;237,6618113;0,059487989;17,06318749;;521,0797768;79,79560026
10873;01Oct2013;0,0;151,9808273;;397,5247545;305,1390005;;3,657670291;0,0;0,0;39,83116076;31,83325056;0,0;;426,5509314;924,1112183
10873;01Nov2013;0,0;65,66955729;;;13,64708541;2,248283862;7684,198361;0,936826247;0,0;19,58264732;2,253691949;0,189944691;0,0;270,5703052;3,384278731
10873;01Dec2013;0,0;0,729486446;;;-2,608431739;;141,5777314;0,0;0,0;192,4739251;0,0;0,0;;453,3099461;10,46359277
10873;01Jan2014;0,0;412,578883;;17,87569718;633,9813151;4245,552983;22,16396833;0,0;0,0;339,8633085;1,531943065;17,30923747;0,0;352,6414874;189,3228171
10873;01Feb2014;0,0;4,725944958;;;0,258632551;255,8287372;61,31617181;0,968734058;0,0;6,867394279;-11,4990595;0,0;;657,0104306;5025,078244
10873;01Mar2014;0,0;183,2681729;;60,7462052;25,9455768;288,1033632;229,3786931;0,0;0,0;7,701362393;12,28480426;0,418283295;;613,4434535;304,4154071
10873;01Apr2014;0,0;;;;;3038,674196;6,412791472;0,978786838;0,0;39,46426177;16,03261792;0,0;;510,3589428;9,775439801
10873;01May2014;0,0;20,00648895;;;17,83295863;1,857651367;36313,27241;0,979411747;0,0;11,13648977;14,52332232;40,01438833;;223,6386997;38,01147788
10873;01Jun2014;0,0;1293,535039;;;942,4888978;11423,18577;2,697156502;0,978146254;0,088915644;46,98693319;0,726522575;39,21973815;;367,0230775;74,53772821
10873;01Jul2014;0,0;73,74039031;;3,14729802;10,10610534;728,425999;1288,438151;0,0;0,0;5,625723755;;25,75512562;7,975506014;548,042995;578,2562214
10873;01Aug2014;0,0;84,75511565;;;20,48191293;31,28206196;3850,400325;0,974562214;0,0;1316,979742;0,0;1,989265936;44,66274804;457,9062819;3686,498642
10873;01Sep2014;1,657243386;3,498827415;;;4,601567467;94,49575061;31,05728462;0,969254539;;;0,0;0,0;104,84035;492,2778195;1,048610585
10873;01Oct2014;0,0;6920,13496;;;1396,843292;56,68249337;14339,59172;0,963094407;;27,28818102;0,253876505;4,126780357;;631,5073404;317,1103289
10873;01Nov2014;0,0;2,427684583;;0,0;2,966900847;106,9499271;1369,092286;0,0;0,0;;173,3949431;0,0;;253,975982;255,8531622
10873;01Dec2014;0,0;3693,532694;;167,742918;1853,326105;5,935488392;1,472273726;0,950743567;0,0;186,9861025;218,4124408;-0,226344553;628,3297889;442,4522193;65,66749507
10873;01Jan2015;0,0;;;;;12,1911892;571,9240567;0,0;0,354924614;500,3363921;4,223432032;78,54500893;;511,0636321;1,962623728
10873;01Feb2015;0,0;1505,502024;;;13,33467213;356,3419691;1133,045984;0,0;0,0;387,1565247;0,0;0,0;;514,5118508;0,666811155
10873;01Mar2015;0,0;49,99677307;;;29,49219389;10,31117858;0,652943028;0,0;0,0;101,2863834;18,16165965;-0,567701275;;555,5491523;633,6418482
10873;01Apr2015;3,779581526;451,561122;;452,694649;625,6557616;392,353995;113,7024082;0,0;0,0;83,46370837;;59,66548422;;722,4372021;241,6815238
10873;01May2015;0,0;434,1784428;;;120,3118956;20,26128933;250,7142598;0,0;1,248210444;;0,0;3,979856027;;537,7502221;12,2642067
10873;01Jun2015;0,312311696;84,42409412;;;21,5698547;28,48240334;2407,821255;0,0;;8,989056515;4,678501978;19,12775378;47,22201867;698,2271742;1621,08073
10873;01Jul2015;;967,2782507;;;1033,61407;334,4268234;8,976774364;0,0;0,0;290,4760396;0,388683765;0,0;11,99405338;661,1469978;109,6996298
10873;01Aug2015;0,0;46,05927699;;;15,92986877;414,995089;1,086144931;0,0;0,0;5542,803818;287,1039263;-0,081238571;895,5093329;793,5504667;1,205245693
10873;01Sep2015;;324,1586233;;;110,2982001;69,76743196;3335,273458;0,0;0,0;43,67493782;19,87197045;0,998311492;;716,040087;16,0917263
10873;01Oct2015;3,379112569;1,071396405;;;0,352712995;276,9610238;181,4291328;0,0;0,0;;;0,425797319;6,613145738;1009,320589;199,6032845
10873;01Nov2015;0,0;71,65444278;;;9,86650173;78,09658379;222,9288136;0,0;0,0;;0,0;1,823828449;1,265206637;518,9419768;6,018548097
10873;01Dec2015;;421,6190722;;;335,7665491;0,307882563;;0,0;0,0;;12,34303488;23,86944033;;902,2540802;231,0160665
10873;01Jan2016;0,0;233,4654275;;;164,3868115;1241,85651;27,03842775;0,0;0,04347853;2,887569529;0,214719237;8,572503984;2,129240068;906,6124457;-2,744538321
10873;01Feb2016;0,0;211,6343676;;;146,5019407;194,2895483;716,6039134;0,0;0,0;1008,000042;164,2174611;0,0;1957,902191;1090,298484;19,5126271
10873;01Mar2016;0,0;4,724473759;;;14,66050691;166,5920464;23,14828113;0,0;0,0;3,404741003;57,90719771;-0,219409617;311,4636996;1008,389725;54,27799434
10873;01Apr2016;;4620,938147;;;257,0046326;;23,18811619;0,0;0,0;2022,963626;0,0;-7,191232277;0,0;1452,803229;6,504913375
10873;01May2016;0,0;38,04576532;;26,6263857;59,94920415;19,06303626;256,2803277;0,0;0,0;619,728427;0,229144688;;;898,5834941;100,1315818
10873;01Jun2016;0,0;0,895820327;;3,696631683;0,321306828;16,44467435;6,469365928;0,0;0,0;26,758097;31,17341645;2,618744031;;1703,885618;7938,086881
10873;01Jul2016;0,0;7,101951563;;0,126073734;13,68559847;3066,285933;166,5166714;0,0;0,144536431;729,3607828;51,36507956;6,819487889;;830,0084298;4,069460353
10873;01Aug2016;0,0;953,5511769;;;550,2313757;5,024742514;165,3112218;0,0;;204,0524964;1728,29927;0,0;;1097,549442;7,757946686
10873;01Sep2016;8,535200955;7,40498466;;;4,030583004;54,24092249;68,34574013;0,0;0,0;148,9770372;6,32366921;-0,114331474;;1474,795731;25,07271682
10873;01Oct2016;0,0;1,960575898;;;10,92747796;16885,03525;142,078162;0,0;0,505853297;197,0368886;0,0;;40,62968272;2214,228331;29,33190232
10873;01Nov2016;4,305272882;444,4236149;;;114,8941985;36,86504143;4,258522699;0,0;2,286161207;188,7823496;0,363650903;-0,833728629;64,22311646;2123,602837;4115,864417
10873;01Dec2016;0,0;854,8601563;;189,8212508;1783,719598;;4384,038427;0,0;0,0;;;0,767143423;180,2812686;2130,657472;0,448961996
10873;01Jan2017;14,9105046;302,0708725;507,2927666;;269,5433387;207,3845089;5,223262191;0,0;0,0;184,5769566;0,011269171;0,0;;4198,562605;5,184138309
10873;01Feb2017;0,0;62,36033929;607,7721135;;442,3246608;5,198325508;17,62241966;0,0;0,0;6661,983198;0,0;7,081980784;;1302,016973;224,3576571
10873;01Mar2017;0,0;268,0477698;883,4397359;238,4145654;252,9978694;;403,0784904;0,0;;265,5929282;295,8263766;18,83843638;;3138,607595;2,467466565
10873;01Apr2017;0,0;1026,604443;1119,655763;393,3749807;317,0982916;7797,580956;371,5925627;0,0;0,0;70,67076573;53,70383739;0,0;;2860,918964;71,46752456
10873;01May2017;0,0;408,5677343;949,9721841;;932,6044058;7150,261781;10,47256502;0,0;0,0;;-9,608235239;0,009760894;;3980,83504;38,96864687
10873;01Jun2017;0,0;15082,4524;1105,249508;;6615,578026;136,4298265;;0,0;0,0;35,60170049;15,61737776;;;2412,303767;36,22538836
10873;01Jul2017;0,0;0,585056485;1101,044038;2,108266599;-0,122764223;99,37234708;2,560594132;0,0;0,0;36528,74644;159,6184983;0,0;;2427,033195;6,932431542
10873;01Aug2017;0,0;16,34674767;1055,181869;7,463942098;15,32480073;6,622705635;175,1669824;0,0;0,0;1,310516145;;11,94538458;;3406,423981;149,6369506
10873;01Sep2017;0,0;439,384222;1143,282445;;187,7091438;7125,975545;983,9091404;0,0;6,655671321;0,0;182,7796449;0,598705773;;3949,776384;21,79055156
10873;01Oct2017;1,62352158;110,3070517;1737,378953;0,0;87,62719806;292,1221942;571,3477267;0,0;0,0;99,82482981;256,4209363;38,58586319;;4114,948576;299,3617892
10873;01Nov2017;0,0;100,3767392;1409,066598;;148,1670289;44,05589859;83,99519486;0,0;0,0;101,9409087;1,266327821;15,24980078;;2323,436808;44,53610605
10873;01Dec2017;0,0;116,1145568;1397,979852;;134,9109372;;152,93824;0,0;0,0;0,365522756;160,1030082;105,9027649;0,0;2432,366743;0,098571125
10873;01Jan2018;0,0;20,52663249;825,2012;;33,87091732;2196,435693;0,598848734;0,0;;110,3682851;0,0;-8,877547205;4,574726883;2484,622831;3215,163566
10873;01Feb2018;0,0;34,2104563;937,8106443;0,584181593;27,28702466;511,1465708;385,917488;0,0;0,0;3397,14405;91,85730115;0,0;;4014,715001;31,15560508
10873;01Mar2018;0,0;1680,050998;1228,629386;738,3991653;1618,339293;6,257846065;;0,0;;1,402489183;0,066164952;22,18403617;;4225,012634;41,48007001
10873;01Apr2018;0,0;633,736407;1271,085469;;333,5925621;1531,053562;5,663234307;0,0;;777,4310289;-0,056477139;1,279310205;282,8773559;4167,921603;14766,3569
10873;01May2018;0,170353613;96,03547942;1394,304796;;748,2499428;0,567436038;6,930967287;0,0;0,0;;262,2907683;2,678427484;;4623,910979;
10873;01Jun2018;0,0;461,5245888;1605,861935;41,96497812;513,6563298;3792,20271;1940,722667;0,0;0,0;3342,463845;3,824307922;;;5591,07076;0,19117578
